trade_index,candle,price_indexed,fee_bps,fee_ab_bps,fee_ba_bps
167,366,1.0602417282578607,32.39,16.19,16.19
168,371,1.0490206901076804,37.11,18.62,18.62
169,372,1.0470537686316645,28.05,14.06,14.06
170,373,1.0447534694819691,25.1,12.58,12.58
171,375,1.0519650123171778,21.78,10.88,10.88
172,378,1.0639664290650686,67.16,33.57,33.57
173,379,1.0694402481730672,59.0,29.49,29.49
174,380,1.0695965638281717,30.22,15.1,15.1
175,383,1.058662077800058,36.37,18.25,18.25
176,386,1.0582431675924369,20.23,10.13,10.13
177,389,1.0524270619576965,37.82,18.98,18.98
178,391,1.0506195251424484,27.61,13.84,13.84
179,396,1.0636099234765515,47.39,23.69,23.69
180,397,1.065755170702095,33.71,16.85,16.85
